hasScript,hasSlash,hasSRC,hasSingleQoute,hasQuestionMark,hasEqual,hasOpenBracket,hasOpenParenthesis,hasLessThan,hasOpenBrace,hasSpace,LettersRatio,NumbuersRatio,SymbolsRatio,Label
0,0,0,0,0,0,0,1,0,0,0,0.46153846153846156,0.07692307692307693,0.46153846153846156,1
0,0,0,1,0,0,0,1,0,0,0,0.46153846153846156,0.07692307692307693,0.46153846153846156,1
0,1,0,0,0,1,0,1,0,0,0,0.5,0.0,0.5,1
0,1,0,1,0,1,0,1,0,0,0,0.5,0.0,0.5,1
0,0,0,1,0,0,0,1,0,1,0,0.4722222222222222,0.05555555555555555,0.4722222222222222,1
0,0,0,1,0,0,0,1,0,1,0,0.4722222222222222,0.05555555555555555,0.4722222222222222,1
0,0,0,0,0,1,0,1,0,0,0,0.625,0.041666666666666664,0.2916666666666667,1
0,1,0,0,0,1,0,1,1,0,0,0.6521739130434783,0.043478260869565216,0.2391304347826087,1
0,1,0,0,0,1,0,1,1,0,0,0.7241379310344828,0.034482758620689655,0.1724137931034483,1
0,1,0,0,0,1,0,1,1,0,0,0.7037037037037037,0.037037037037037035,0.18518518518518517,1
0,1,0,0,0,1,0,1,1,0,1,0.7241379310344828,0.034482758620689655,0.13793103448275862,1
0,1,0,0,0,1,0,1,1,0,1,0.7037037037037037,0.037037037037037035,0.14814814814814814,1
0,0,0,0,0,1,0,1,1,0,1,0.6875,0.03125,0.125,1
0,0,0,0,0,1,0,1,1,0,1,0.6666666666666666,0.03333333333333333,0.13333333333333333,1
1,1,0,0,0,1,0,1,1,0,1,0.6666666666666666,0.020833333333333332,0.125,1
0,0,0,0,0,1,0,1,1,0,1,0.6666666666666666,0.047619047619047616,0.14285714285714285,1
0,1,0,0,0,1,0,1,1,0,1,0.5833333333333334,0.041666666666666664,0.25,1
0,1,0,0,0,1,0,1,0,0,0,0.6956521739130435,0.043478260869565216,0.2608695652173913,1
0,1,0,0,0,1,0,1,0,0,0,0.7241379310344828,0.034482758620689655,0.2413793103448276,1
0,0,0,1,0,0,0,1,0,0,0,0.4166666666666667,0.08333333333333333,0.5,1
0,1,0,1,0,0,0,1,0,0,0,0.4166666666666667,0.08333333333333333,0.5,1
0,1,0,1,0,0,0,1,0,0,0,0.38461538461538464,0.07692307692307693,0.5384615384615384,1
1,1,0,0,0,1,0,1,1,0,1,0.6666666666666666,0.03333333333333333,0.13333333333333333,1
0,0,0,0,0,1,0,1,1,0,1,0.782608695652174,0.021739130434782608,0.08695652173913043,1
0,0,0,0,0,1,0,1,1,0,1,0.7096774193548387,0.03225806451612903,0.12903225806451613,1
0,0,0,0,0,1,0,1,1,0,1,0.6896551724137931,0.034482758620689655,0.13793103448275862,1
0,0,0,0,0,1,0,1,1,0,1,0.7674418604651163,0.023255813953488372,0.09302325581395349,1
0,0,0,0,0,1,0,1,1,0,1,0.6785714285714286,0.03571428571428571,0.14285714285714285,1
0,0,0,0,0,1,0,1,1,0,1,0.7560975609756098,0.024390243902439025,0.0975609756097561,1
0,0,0,0,0,1,0,1,1,0,1,0.6896551724137931,0.034482758620689655,0.13793103448275862,1
0,0,0,0,0,1,0,1,1,0,1,0.7872340425531915,0.02127659574468085,0.0851063829787234,1
0,0,0,0,0,1,0,1,1,0,1,0.7872340425531915,0.02127659574468085,0.0851063829787234,1
0,0,0,0,0,1,0,1,1,0,1,0.7884615384615384,0.019230769230769232,0.07692307692307693,1
0,0,0,0,0,1,0,1,1,0,1,0.7924528301886793,0.018867924528301886,0.07547169811320754,1
0,0,0,0,0,1,0,1,1,0,1,0.78,0.02,0.08,1
0,0,0,0,0,1,0,1,1,0,1,0.7428571428571429,0.02857142857142857,0.11428571428571428,1
0,0,0,0,0,1,0,1,1,0,1,0.7428571428571429,0.02857142857142857,0.11428571428571428,1
0,0,0,0,0,1,0,1,1,0,1,0.7352941176470589,0.029411764705882353,0.11764705882352941,1
0,0,0,0,0,1,0,1,1,0,1,0.7428571428571429,0.02857142857142857,0.11428571428571428,1
0,0,0,0,0,1,0,1,1,0,1,0.7272727272727273,0.030303030303030304,0.12121212121212122,1
0,0,0,0,0,1,0,1,1,0,1,0.7872340425531915,0.02127659574468085,0.0851063829787234,1
1,1,0,0,0,0,0,1,1,0,0,0.6111111111111112,0.05555555555555555,0.2222222222222222,1
1,0,0,0,0,0,0,1,1,0,0,0.5789473684210527,0.05263157894736842,0.15789473684210525,1
1,1,0,0,0,1,0,0,1,0,1,0.7027027027027027,0.02702702702702703,0.1891891891891892,1
1,1,0,0,0,1,0,0,1,0,1,0.3333333333333333,0.4074074074074074,0.14814814814814814,1
0,0,0,0,0,1,0,1,0,0,1,0.631578947368421,0.10526315789473684,0.21052631578947367,1
0,0,0,0,0,1,0,0,1,0,1,0.4166666666666667,0.25,0.16666666666666666,1
0,0,0,0,0,1,0,0,1,0,1,0.5,0.16666666666666666,0.16666666666666666,1
0,0,0,0,0,1,0,0,1,0,1,0.5,0.16666666666666666,0.16666666666666666,1
0,0,0,0,0,1,0,0,1,0,1,0.4166666666666667,0.25,0.16666666666666666,1
0,0,0,0,0,0,0,0,1,0,1,0.5833333333333334,0.16666666666666666,0.08333333333333333,1
0,0,0,0,0,1,0,0,1,0,1,0.6,0.1,0.1,1
0,0,0,0,0,1,0,0,1,0,1,0.6,0.1,0.1,1
0,0,0,0,0,1,0,0,1,0,1,0.6,0.1,0.1,1
0,0,0,0,0,1,0,0,1,0,1,0.6111111111111112,0.1111111111111111,0.1111111111111111,1
0,1,0,0,0,1,0,0,1,0,0,0.6,0.1,0.2,1
0,0,0,0,0,1,0,0,1,0,0,0.5,0.25,0.16666666666666666,1
0,0,0,0,0,1,0,0,1,0,0,0.5833333333333334,0.16666666666666666,0.16666666666666666,1
0,0,0,0,0,1,0,0,1,0,0,0.5833333333333334,0.16666666666666666,0.16666666666666666,1
0,0,0,0,0,1,0,0,1,0,0,0.5833333333333334,0.16666666666666666,0.16666666666666666,1
0,0,0,0,0,1,0,0,1,0,0,0.5833333333333334,0.16666666666666666,0.16666666666666666,1
